headline,label,lm_positive_words,lm_negative_words,detected_entities,detected_directional_words,senti_dd_pos_pairs,senti_dd_neg_pairs,senti_dd_score,senti_dd_prediction,correct
sales in finland decreased by 2 0 and international sales decreased by 9 3 in terms of euros and by 15 1 in terms of local currencies,negative,[],[],['sale'],['decreas'],[],['sale_decreas'],-1,negative,True
finnish waste management and cleaning group lassila & tikanoja oyj l&t net profit went down to 32 2 mln euro $ 47 7 mln for 2007 from 35 3 mln euro $ 52 3 mln for 2006,negative,[],[],"['mln', 'net', 'profit', 'group', 'oyj']",['down'],[],"['oyj_down', 'net_down', 'mln_down', 'profit_down', 'group_down']",-5,negative,True
assa abloy kaupthing bank gave a neutral recommendation and a share price target of 174 crowns $ 24 7 19 euro on swedish lock maker assa abloy ab,neutral,[],[],"['maker', 'share']",[],[],[],0,neutral,True
new delhi july 17 sahlberg teppo kallio timo and mustonen tuomas of m real oyj espoo finland have developed novel markings and methods of producing the same,neutral,[],[],['oyj'],[],[],[],0,neutral,True
ahlstrom s 5 700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents,neutral,[],[],['sale'],[],[],[],0,neutral,True
the original patent was filed in finland under application no,neutral,[],[],[],[],[],[],0,neutral,True
the combined value of the orders is almost eur 3mn,neutral,[],[],"['eur', 'value', 'order']",[],[],[],0,neutral,True
net sales of finnish food industry company l+ñnnen tehtaat s continuing operations increased by 13 in 2008 to eur 349 1 mn from eur 309 6 mn in 2007,positive,[],[],"['eur', 'sale', 'net', 'company', 'mn']",['increas'],"['sale_increas', 'eur_increas', 'mn_increas', 'net_increas']",['company_increas'],3,positive,True
once your plants are in the ground they will continue to grow but the success of any garden lies in how well it s maintained,neutral,['success'],[],['plant'],['grow'],[],['plant_grow'],0,neutral,True
equity ratio was 60 9 compared to 54 2 in the third quarter of 2007 net sales of the frozen foods business totaled eur 11 0 up by about 5 from the third quarter of 2006,positive,[],[],"['eur', 'sale', 'business', 'quarter', 'net']",['up'],"['sale_up', 'business_up', 'net_up', 'quarter_up', 'eur_up']",[],5,positive,True
the helsinki based company which also owns the salomon atomic and suunto brands said net profit rose 15 percent in the three months through dec 31 to x20ac 47 million $ 61us million from x20ac 40 8 million a year earlier,positive,[],[],"['percent', 'month', 'net', 'profit', 'company', 'year']",['rose'],"['percent_rose', 'profit_rose', 'year_rose', 'month_rose', 'net_rose']",['company_rose'],4,positive,True
talvivaara mining company plc talvivaara mining company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore,neutral,[],[],"['metal', 'company']",[],[],[],0,neutral,True
currently it operates a fleet of eight carriers as well as nine pushers and barges,neutral,[],[],[],[],[],[],0,neutral,True
at end august sampo was nordea s biggest shareholder with a 20 6 stake followed by the state with 19 9,neutral,[],[],['end'],[],[],[],0,neutral,True
storengy is the gdf suez company that is dedicated to the underground storage of natural gas,neutral,[],[],['company'],[],[],[],0,neutral,True
total value of the contract is about eur 10mn,neutral,[],[],"['eur', 'contract', 'value']",[],[],[],0,neutral,True
finnish kemira s net sales eur decreased to eur 1 259 6 mn in january june 2009 from eur 1 425 1 mn in january june 2008,negative,[],[],"['eur', 'sale', 'net', 'june', 'mn']",['decreas'],[],"['net_decreas', 'eur_decreas', 'sale_decreas', 'mn_decreas', 'june_decreas']",-5,negative,True
the trend in the sports and leisure markets was favorable in the first months of the year,positive,['favorable'],[],"['month', 'year']",[],[],[],1,positive,True
finnish cargotec s kalmar has received a significant order from the us department of defense,positive,[],[],['order'],[],[],[],0,neutral,False
finnish it consultancy satama interactive oyj said on november 13 2006 that jarmo lonnfors took up the position of ceo,neutral,[],[],['oyj'],['up'],['oyj_up'],[],1,positive,False
the e commerce site and flagship will be managed by marimekko north america retail llc a subsidiary established in the u s last year,neutral,[],[],['year'],[],[],[],0,neutral,True
the company s operating income ebit totalled eur 0 0 mn up from eur 0 3 mn year on year,positive,[],[],"['eur', 'income', 'company', 'year', 'mn']",['up'],"['income_up', 'eur_up', 'year_up', 'mn_up']",['company_up'],3,positive,True
the exercise originated in finland in the early 1930s as a training method for cross country skiers,neutral,[],[],[],[],[],[],0,neutral,True
satama s net profit for the third quarter of 2007 rose to 275 000 euro $ 395 000 from 270 000 euro $ 388 000 for the same period of 2006,positive,[],[],"['net', 'quarter', 'period', 'profit']",['rose'],"['quarter_rose', 'period_rose', 'profit_rose', 'net_rose']",[],4,positive,True
outotec s scope of delivery includes design basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters,neutral,[],[],"['plant', 'area']",[],[],[],0,neutral,True
in addition the contract includes modification of the effluent treatment plant at follum,neutral,[],[],"['plant', 'contract']",[],[],[],0,neutral,True
we have come out with a decision which is based on our preliminary economic operational and environmental findings karvinen said,neutral,[],[],[],[],[],[],0,neutral,True
the transaction will have a positive impact of around eur2m on earnings which ruukki will recognize during the fourth quarter of this year,positive,['positive'],[],"['quarter', 'year']",[],[],[],1,positive,True
it has some 30 offices worldwide and more than 90 pct of its net sales are generated outside finland,neutral,[],[],"['net', 'sale']",[],[],[],0,neutral,True
capital base and capital adequacy measurement is based on approaches under basel ii,neutral,[],[],['capital'],[],[],[],0,neutral,True
orion pharma s operating profit increased by 42 5 from 2004,positive,[],[],['profit'],['increas'],['profit_increas'],[],1,positive,True
in the meantime the ceo s duties will be assumed by outotec s deputy ceo seppo rantakari,neutral,[],[],[],[],[],[],0,neutral,True
the expanded plant is scheduled to be operational by the middle of october 2009,neutral,[],[],['plant'],[],[],[],0,neutral,True
n viro operates processing facilities independently as well as in partnership with municipalities,neutral,[],[],[],[],[],[],0,neutral,True
aug 17 2010 curbed delivered by newstex and now the latest from racked covering shopping and retail from the sidewalks up,neutral,[],[],[],['up'],[],[],0,neutral,True
repeats sees 2008 operating profit down y y reporting by helsinki newsroom keywords : tecnomen results,negative,[],[],"['profit', 'result']",['down'],['result_down'],['profit_down'],0,neutral,False
nd not disclosed,neutral,[],['disclosed'],[],[],[],[],-1,negative,False
the subsidiary will be responsible for filter sales local assembly of filters and after market services in china,neutral,[],[],['sale'],[],[],[],0,neutral,True
german commerzbank ag s hamburg branch and us jp morgan nyse : jpm participated as arrangers and dutch ing ams : inga as co arranger,neutral,[],[],[],[],[],[],0,neutral,True
the company expects meat purchases to remain at about 8mn kilos in 2011,neutral,[],[],['company'],[],[],[],0,neutral,True
the major part of the deliveries include different ac and cxe amplifier solutions and products by belgian dinh telecom a broadband solutions company acquired by teleste in the spring of 2007,neutral,[],[],"['product', 'company', 'solution']",[],[],[],0,neutral,True
finnish metal products company componenta oyj hel : cth1v said today its net loss narrowed to eur 500 000 usd 680 000 in the last quarter of 2010 from eur 5 3 million for the same period a year earlier,positive,[],['loss'],"['eur', 'product', 'metal', 'quarter', 'period', 'net', 'oyj', 'company', 'year']",[],[],[],-1,negative,False
amanda capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in europe,neutral,[],[],"['company', 'capital', 'investment']",[],[],[],0,neutral,True
global sports equipment maker amer sports corp whose brands include atomic salomon and wilson saw a 64 percent increase in third quarter net profit to euro 47 4 million $ 65 million on strong sales and cost cuts,positive,['strong'],[],"['sale', 'percent', 'quarter', 'net', 'profit', 'cost', 'maker']",['increas'],"['quarter_increas', 'net_increas', 'percent_increas', 'sale_increas', 'profit_increas', 'maker_increas']",['cost_increas'],6,positive,True
financial statements include the consolidated financial statements of the group the board of directors report the auditors report and the corporate governance statement,neutral,[],[],"['group', 'report']",[],[],[],0,neutral,True
according to hkscan finland the plan is to increase j+ñrvi suomen portti s net sales to eur 80mn to eur 100mn,positive,[],[],"['eur', 'net', 'sale']",['increas'],"['sale_increas', 'eur_increas', 'net_increas']",[],3,positive,True
exports of goods fell by 59 and imports by 16 7,negative,[],[],[],['fell'],[],[],0,neutral,False
via the move the company aims annual savings of some eur3m the main part of which are expected to be realized this year,positive,[],[],"['company', 'year']",[],[],[],0,neutral,False
you need to be ready when the window opens up rosberg said,neutral,[],[],[],['up'],[],[],0,neutral,True
of these shares 29 659 239 are held by the company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322 705 218,neutral,[],[],"['company', 'group', 'share']",[],[],[],0,neutral,True
cramo headquartered in vantaa finland rents construction machinery and equipment as well as rents and sells modular space,neutral,[],[],['construction'],[],[],[],0,neutral,True
the fourth quarter saw rapala swing back to a pretax profit of 1 5 mln eur from a year earlier loss of 1 2 mln on the back of a 30 pct uplift in sales to 44 8 mln eur and a stronger performance in north america,positive,['stronger'],['loss'],"['eur', 'sale', 'quarter', 'mln', 'profit', 'year']",[],[],[],0,neutral,False
the financial impact is estimated to be some 1 5 meur annual improvement in the division s result starting from fiscal year 2007,positive,['improvement'],[],"['year', 'result']",[],[],[],1,positive,True
the executive said that countries such as brazil chile argentina and mexico will lead the adoption in the business ethernet services segment while brazil and mexico will be the early adopters of carrier ethernet for mobile backhaul,neutral,[],[],['business'],[],[],[],0,neutral,True
the maximum amount of the capital loan will be eur30m and the minimum subscription eur10 000,neutral,[],[],['capital'],[],[],[],0,neutral,True
the group s 12 month operating profit grew 31 percent to 337 8 million euros,positive,[],[],"['profit', 'month', 'percent', 'group']",[],[],[],0,neutral,False
as an alternative to the share exchange panostaja offers a full cash consideration at the value of 1 27 euro $ 1 7 per share,neutral,[],[],"['value', 'share']",[],[],[],0,neutral,True
the net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative,negative,[],['negative'],"['net', 'sale', 'year', 'profit']",[],[],[],-1,negative,True
the company had net sales of eur 19 8 mn and a pre tax profit of eur 1 8 mn in 2005,neutral,[],[],"['eur', 'sale', 'net', 'profit', 'company', 'mn']",[],[],[],0,neutral,True
cargo traffic fell 1 year on year to 8 561 tonnes in september 2009,negative,[],[],"['september', 'traffic', 'year']",['fell'],['traffic_fell'],"['year_fell', 'september_fell']",-1,negative,True
the aim of the ceo s q&a sessions is to give further clarity on information which has been made public already earlier,neutral,[],[],[],[],[],[],0,neutral,True
the project is expected to be completed in 2009,neutral,[],[],[],[],[],[],0,neutral,True
sanoma magazines finland s net sales grew to eur 140 1 mn from eur 131 8 mn,positive,[],[],"['eur', 'net', 'sale', 'mn']",[],[],[],0,neutral,False
in the building and home improvement trade sales decreased by 6 3 totalling eur 154 1 mn,negative,['improvement'],[],"['eur', 'sale', 'trade', 'mn']",['decreas'],[],"['mn_decreas', 'sale_decreas', 'eur_decreas', 'trade_decreas']",-3,negative,True
the diluted loss per share narrowed to eur 0 27 from eur 0 86,positive,[],['loss'],"['eur', 'share']",[],[],[],-1,negative,False
shares in royal and sun alliance continued to slide back from a 12 month high of 172p last month after a potential suitor ruled itself out of a takeover bid,negative,['alliance'],[],"['month', 'share']",[],[],[],1,positive,False
elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter,neutral,[],[],"['quarter', 'net', 'sale']",[],[],[],0,neutral,True
finnish laboratory liquid handling and diagnostic test systems developer biohit oyj omx helsinki : biobv issued on tuesday 3 june a profit warning for the financial year 2008,negative,[],['warning'],"['year', 'profit', 'oyj', 'system', 'june']",[],[],[],-1,negative,True
with the u s federal government putting a stake in the ground vendors and their customers are focused on meeting the deadline,neutral,[],[],[],[],[],[],0,neutral,True
nordea group s operating profit increased in 2010 by 18 percent year on year to 3 64 billion euros and total revenue by 3 percent to 9 33 billion euros,positive,[],[],"['percent', 'profit', 'group', 'revenue', 'year']",['increas'],"['revenue_increas', 'year_increas', 'percent_increas', 'group_increas', 'profit_increas']",[],5,positive,True
ahlstrom corporation stock exchange announcement 23 4 2007 ahlstrom corporation will publish its first quarter financial results 2007 on friday april 27 2007 approximately at 8 30 a m finnish time,neutral,[],[],"['quarter', 'result']",[],[],[],0,neutral,True
the eps improved to eur0 38 from eur0 27,positive,['improved'],[],[],[],[],[],1,positive,True
it s not,neutral,[],[],[],[],[],[],0,neutral,True
in q1 2010 18 may 2010 finnish electrical components maker salcomp oy hel : sal1v said today it turned to a net profit of eur1 6 m in the first quarter of 2010 versus a loss of eur2m in the corresponding period last year,positive,[],['loss'],"['quarter', 'period', 'net', 'profit', 'maker', 'year']",[],[],[],-1,negative,False
the gross area of eight houses will be 12 167 m2,neutral,[],[],['area'],[],[],[],0,neutral,True
the market making in accordance with the agreement will begin on september 24 2009,neutral,[],[],['september'],[],[],[],0,neutral,True
ruukki s order book at the end of 2010 was 30 up year on year and 10 up quarter on quarter,positive,[],[],"['quarter', 'end', 'year', 'order']",['up'],"['order_up', 'end_up', 'year_up', 'quarter_up']",[],4,positive,True
the contract includes design construction delivery of equipment installation and commissioning,neutral,[],[],"['contract', 'construction']",[],[],[],0,neutral,True
in the baltic countries sales fell by 42 6,negative,[],[],['sale'],['fell'],[],['sale_fell'],-1,negative,True
lithuanian beer makers sold 256 88 million liters of beer in 2005 a rise of 4 5 per cent from the year earlier figure of 245 92 million liters,positive,[],[],"['liter', 'beer', 'maker', 'cent', 'year']",['rise'],"['year_rise', 'cent_rise', 'maker_rise', 'beer_rise', 'liter_rise']",[],5,positive,True
the biggest sellers in the chain s supermarkets in finland are organic pirkka tomatoes carrots eggs and meat products,neutral,[],[],['product'],[],[],[],0,neutral,True
the insolvency act regulates the amount of debt that borrowers are permitted to write off,neutral,[],['insolvency'],[],[],[],[],-1,negative,False
the omx helsinki index was down 0 34 pct at 8 256 02 on turnover of 813 191 mln eur,negative,[],[],"['eur', 'turnover', 'mln']",['down'],[],"['turnover_down', 'eur_down', 'mln_down']",-3,negative,True
the issues identified by stonesoft affect a range of content inspection technology,neutral,[],[],[],[],[],[],0,neutral,True
the company s net profit rose 11 4 on the year to 82 2 million euros in 2005 on sales of 686 5 million euros 13 8 up on the year the company said earlier,positive,[],[],"['sale', 'net', 'profit', 'company', 'year']","['rose', 'up']","['sale_up', 'sale_rose', 'profit_up', 'profit_rose', 'year_rose', 'year_up', 'net_up', 'net_rose']","['company_up', 'company_rose']",6,positive,True
net profit was 35 5 mln compared with 29 8 mln,positive,[],[],"['net', 'profit', 'mln']",[],[],[],0,neutral,False
earnings per share eps rose to eur 0 11 from eur 0 03,positive,[],[],"['eur', 'share']",['rose'],"['share_rose', 'eur_rose']",[],2,positive,True
the period s sales dropped to eur30 6 m from eur38 3 m according to the interim report released today,negative,[],['dropped'],"['sale', 'report', 'period']",['drop'],[],"['sale_drop', 'report_drop', 'period_drop']",-4,negative,True
method and system for controlling a hard disk drive using a multimediacard physical interface was invented by marko ahvenainen ruutana finland,neutral,['invented'],[],['system'],[],[],[],1,positive,False
adp news feb 12 2009 finnish construction company lemminkainen oyj hel : lem1s said today its net profit decreased to eur 63 5 million usd 81 1 m for 2008 from eur 80 6 million for 2007,negative,[],[],"['eur', 'news', 'net', 'profit', 'oyj', 'company', 'construction']",['decreas'],"['construction_decreas', 'company_decreas']","['profit_decreas', 'net_decreas', 'eur_decreas', 'oyj_decreas', 'news_decreas']",-3,negative,True
finnair s total traffic decreased by 8 7 in terms of revenue passenger kilometres,negative,[],[],"['passenger', 'revenue', 'traffic']",['decreas'],['traffic_decreas'],"['passenger_decreas', 'revenue_decreas']",-1,negative,True
consolidated operating profit excluding one off items was eur 30 6 mn up from eur 29 6 mn a year earlier,positive,[],[],"['eur', 'profit', 'year', 'item', 'mn']",['up'],"['profit_up', 'item_up', 'year_up', 'eur_up', 'mn_up']",[],5,positive,True
cardona slowed her vehicle turned around and returned to the intersection where she called 911,neutral,[],['slowed'],[],[],[],[],-1,negative,False
lcs s services cover the whole life cycle of software and information systems from process modelling and tailored software development to hosting services solution management maintenance and support,neutral,[],[],"['system', 'solution']",[],[],[],0,neutral,True
raute posted a net profit of 1 8 mln euro $ 2 6 mln for the third quarter of 2007 compared to a net loss of 299 000 euro $ 430 000 for the corresponding period of 2006,positive,[],['loss'],"['quarter', 'period', 'mln', 'net', 'profit']",[],[],[],-1,negative,False
the fair value of the property portfolio doubled as a result of the kapiteeli acquisition and totalled eur 2 686 2 1 259 7 million,positive,[],[],"['eur', 'value', 'result']",['doubl'],"['value_doubl', 'eur_doubl']",['result_doubl'],1,positive,True
country : switzerland sector : pharmaceuticals target : synosia therapeutics holding ag buyer : biotie therapies corp deal size in usd : 129 4 m type : corporate acquisition financing : all stock status : closed,neutral,[],['closed'],[],[],[],[],-1,negative,False
for q2 2010 consolidated earnings before tax totaled eur4 5 m compared to eur3 9 m and net profit was eur3 2 m compared to eur2 9 m in the previous year,positive,[],[],"['net', 'profit', 'year']",[],[],[],0,neutral,False
adp news feb 6 2009 finnish fishing tackle company rapala vmc corp hel : rap1v said today its net profit rose to eur 19 2 million usd 24 6 m for 2008 from eur 17 5 million for 2007,positive,[],[],"['eur', 'news', 'net', 'profit', 'company']",['rose'],"['profit_rose', 'eur_rose', 'net_rose', 'news_rose']",['company_rose'],3,positive,True
the mall will be financed on a parity basis by pearl plaza llc the joint venture company established by the chinese investor shanghai industrial investment holdings co ltd and srv group,neutral,[],[],"['company', 'group', 'investment']",[],[],[],0,neutral,True
operating profit decreased to eur 11 2 mn from eur 16 6 mn,negative,[],[],"['eur', 'profit', 'mn']",['decreas'],[],"['mn_decreas', 'eur_decreas', 'profit_decreas']",-3,negative,True
revenue for the quarter totaled 27 4 billion down 2 percent from 28 1 billion in the fourth quarter in 2008,negative,[],[],"['revenue', 'quarter', 'percent']",['down'],[],"['revenue_down', 'quarter_down', 'percent_down']",-3,negative,True
the board of directors was authorized to decide on other terms of the share issue,neutral,[],[],['share'],[],[],[],0,neutral,True
subscribers of china unicom the nation s second largest mobile phone operator after china mobile are expected to release pictures videos and blog on the internet via mobile phones as of march 2008,neutral,[],[],[],[],[],[],0,neutral,True
operating profit rose from eur 1 94 mn to eur 2 45 mn,positive,[],[],"['eur', 'profit', 'mn']",['rose'],"['profit_rose', 'eur_rose', 'mn_rose']",[],3,positive,True
operating profits in the half were 0 8 m down from 0 9 m as glisten invested in the brand and the management team,negative,[],[],['profit'],['down'],[],['profit_down'],-1,negative,True
the repo rate will gradually reach 2 at the end of 2010 according to nordea s economic outlook,neutral,[],[],['end'],[],[],[],0,neutral,True
tekla provides 3d software for building and infrastructure engineering with a focus on building information modelling of steel and concrete structures from design to construction,neutral,[],[],['construction'],[],[],[],0,neutral,True
altogether capman employs approximately 150 people in helsinki stockholm copenhagen oslo moscow and luxembourg,neutral,[],[],[],[],[],[],0,neutral,True
according to finnish scanfil s founder and chairman of the board jorma j takanen the company has to look for growth abroad,neutral,[],[],"['growth', 'company']",[],[],[],0,neutral,True
profit before taxes was eur 105 9 82 7 million,neutral,[],[],"['eur', 'profit']",[],[],[],0,neutral,True
after the transaction tikkurila has no powder coatings related operations the company said,neutral,[],[],['company'],[],[],[],0,neutral,True
operating profit fell to eur 23 26 mn from eur 32 86 mn,negative,[],[],"['eur', 'profit', 'mn']",['fell'],[],"['profit_fell', 'mn_fell', 'eur_fell']",-3,negative,True
the company said that the operations will be sold to a newly established company cps gmbh where the present management of the plastics business is a co owner,neutral,[],[],"['company', 'business']",[],[],[],0,neutral,True
the value of the three year contract is estimated at eur40m,neutral,[],[],"['contract', 'value', 'year']",[],[],[],0,neutral,True
net sales surged by 18 5 to eur167 8 m teleste said that eur20 4 m or 12 2 of the sales came from the acquisitions made in 2009,positive,[],[],"['net', 'sale']",['surg'],"['net_surg', 'sale_surg']",[],2,positive,True
trading code : eli1v number of shares : 99 483 price share : gratuitous after the transfer elisa holds a total of 10 435 023 own shares,neutral,[],['gratuitous'],['share'],[],[],[],-1,negative,False
the company s profit totaled ls 578 100 in h1 2007 down 30 9 year on year,negative,[],[],"['company', 'profit', 'year']",['down'],['company_down'],"['year_down', 'profit_down']",-1,negative,True
first quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier,positive,[],[],"['eur', 'quarter', 'mln', 'profit', 'year']",['rose'],"['eur_rose', 'profit_rose', 'year_rose', 'quarter_rose', 'mln_rose']",[],5,positive,True
solteq plc announcement 16 12 2010 share repurchase 16 12 2010 in the helsinki stock exchange solteq plc now holds a total of 486 969 shares including the shares repurchased on 16 12 2010,neutral,[],[],['share'],[],[],[],0,neutral,True
however the proportion of the paid standing orders grew in 2009,positive,[],[],['order'],[],[],[],0,neutral,False
following this increase huhtamaki s registered share capital is eur360 62 m and the number of shares outstanding is 106 063 320,neutral,[],[],"['capital', 'share']",['increas'],"['share_increas', 'capital_increas']",[],2,positive,False
operating profit was eur 11 4 mn up from eur 7 5 mn,positive,[],[],"['eur', 'profit', 'mn']",['up'],"['eur_up', 'profit_up', 'mn_up']",[],3,positive,True
the firm s uk head office is in rugby road lutterworth,neutral,[],[],[],[],[],[],0,neutral,True
the adjustments concern staff in both the specialty papers and the fiber composites segments,neutral,[],['concern'],['paper'],[],[],[],-1,negative,False
helsinki thomson financial kone said it has won four orders in saudi arabia united arab emirates and qatar worth 40 mln eur,positive,[],[],"['eur', 'mln', 'order']",[],[],[],0,neutral,False
depending on the market situation such projects are sold after 1 to 3 years after completion,neutral,[],[],['year'],[],[],[],0,neutral,True
orion s net profit for the third quarter of 2007 decreased to 36 5 mln euro $ 52 1 mln from 40 3 mln euro $ 57 5 mln a year earlier,negative,[],[],"['quarter', 'mln', 'net', 'profit', 'year']",['decreas'],[],"['profit_decreas', 'year_decreas', 'mln_decreas', 'net_decreas', 'quarter_decreas']",-5,negative,True
the shares represented 4 998 of total share capital and 2 14 of total voting rights,neutral,[],[],"['capital', 'share']",[],[],[],0,neutral,True
kemira s r&d organization comprises approximately 750 people the company said,neutral,[],[],['company'],[],[],[],0,neutral,True
it is necessary to strengthen the company s operations however,neutral,['strengthen'],[],['company'],[],[],[],1,positive,False
cargotec s sales totalled eur 3 4 billion in 2008 and it employs approximately 11 000 people,neutral,[],[],"['eur', 'sale']",[],[],[],0,neutral,True
elisa said mobile subscriptions grew 7 percent during 2007 mainly because of customers adopting so called third generation mobile technology,positive,[],[],['percent'],[],[],[],0,neutral,False
finnish silicon wafer technology company okmetic oyj omx helsinki : okm1v reported on thursday 30 october an operating profit of eur7 4 m for january september 2008 up from eur6 1 m in the corresponding period in 2007,positive,[],[],"['period', 'september', 'profit', 'oyj', 'company']",['up'],"['september_up', 'period_up', 'oyj_up', 'profit_up']",['company_up'],3,positive,True
tyrvaan sanomat published twice a week by tyrvaan sanomat oy appears in sastamala and kiikoinen,neutral,[],[],[],[],[],[],0,neutral,True
investments are not disclosed,neutral,[],['disclosed'],['investment'],[],[],[],-1,negative,False
in 2008 the steel industry accounted for 64 percent of the cargo volumes transported whereas the energy industry accounted for 28 percent and other industries for 8 percent,neutral,[],[],"['percent', 'volume']",[],[],[],0,neutral,True
the e7 smartphone will be available for rs35 000 per handset across india nokia india vice president & managing director d shivakumar told reporters,neutral,[],[],[],[],[],[],0,neutral,True
this amount will not be included in the pensionable salary,neutral,[],[],[],[],[],[],0,neutral,True
residents access to the block is planned to be from aleksandri street,neutral,[],[],[],[],[],[],0,neutral,True
however the broker gave an outperform recommendation on the stock,positive,['outperform'],[],[],[],[],[],1,positive,True
the company will release its 2010 results on 11 february 2011,neutral,[],[],"['company', 'result']",[],[],[],0,neutral,True
making matters more difficult the company said it has been grappling with higher oil and gas prices which have pushed up the cost of energy raw materials and transportation,negative,[],['difficult'],"['company', 'cost']","['higher', 'up']",[],"['cost_higher', 'company_higher', 'company_up', 'cost_up']",-5,negative,True
in sales volume coca cola s market share has decreased by 2 2 to 24 2,negative,[],[],"['sale', 'volume', 'share']",['decreas'],[],"['sale_decreas', 'volume_decreas', 'share_decreas']",-3,negative,True
operating profit improved by 39 9 to eur 18 0 mn from eur12 8 mn,positive,['improved'],[],"['eur', 'profit', 'mn']",[],[],[],1,positive,True
the sale will be finalized in september or october the company said,neutral,[],[],"['september', 'company', 'sale']",[],[],[],0,neutral,True
at the end of march 2007 the group s order book was at eur 39 6 mn up 42 from the corresponding period in 2006,positive,[],[],"['eur', 'period', 'order', 'group', 'end', 'mn']",['up'],"['end_up', 'period_up', 'group_up', 'order_up', 'eur_up', 'mn_up']",[],6,positive,True
fiskars a 360 year old global business best known for its orange handled scissors expects to derive synergies of eur5 million a year by consolidating certain parts of the housewares division where the two compete,positive,['best'],[],"['year', 'business']",[],[],[],1,positive,True
operating profit surged to eur21m from eur106 000,positive,[],[],['profit'],['surg'],['profit_surg'],[],1,positive,True
adp news oct 29 2008 finnish lifting equipment maker konecranes oyj omx : kcr1v said today that its net profit rose to eur 116 6 million usd 149 1 m in the first nine months of 2008 from eur 73 6 million for the s,positive,[],[],"['eur', 'news', 'month', 'net', 'profit', 'oyj', 'maker']",['rose'],"['eur_rose', 'profit_rose', 'oyj_rose', 'month_rose', 'news_rose', 'net_rose', 'maker_rose']",[],7,positive,True
cision says the sale will return its u k operation to profitability,positive,['profitability'],[],['sale'],[],[],[],1,positive,True
basware business transactions service enables the customer to receive and send invoices in an electronic format,neutral,['enables'],[],['business'],[],[],[],1,positive,False
thus the group s balance sheet will have about eur 25 8 million of goodwill the company added,neutral,[],[],"['eur', 'company', 'group']",[],[],[],0,neutral,True
the notice in its entirety with other proposals from the nomination committee and the board will be published at least four weeks before 28 april on the company s website and in post och inrikes tidningar and dagens industri,neutral,[],[],['company'],[],[],[],0,neutral,True
the inventors are bylander johan ponten fredrik and lundberg jorgen,neutral,['inventors'],[],[],[],[],[],1,positive,False
scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics,neutral,[],[],"['system', 'contract', 'communication', 'manufacturer']",[],[],[],0,neutral,True
earnings per share for january june 2010 were eur0 30 an increase of 20 year on year eur0 25,positive,[],[],"['june', 'year', 'share']",['increas'],"['year_increas', 'share_increas', 'june_increas']",[],3,positive,True
finnish pharmaceuticals company orion reports profit before taxes of eur 70 0 mn in the third quarter of 2010 up from eur 54 9 mn in the corresponding period in 2009,positive,[],[],"['eur', 'report', 'quarter', 'period', 'profit', 'company', 'mn']",['up'],"['profit_up', 'period_up', 'report_up', 'quarter_up', 'eur_up', 'mn_up']",['company_up'],5,positive,True
mr skogster currently serves as the manager responsible for abb oy s system modules for low voltage drives,neutral,[],[],['system'],[],[],[],0,neutral,True
price talk is in the mid market swaps plus 105 bps area and the leads are barclays bnpp ubs and cba,neutral,[],[],['area'],[],[],[],0,neutral,True
21 october 2010 finnish fishing tackle company rapala vmc corp hel : rap1v said today its net profit rose to eur18 9 m for the first nine months of 2010 from eur15 1 m for the same period a year earlier,positive,[],[],"['month', 'period', 'net', 'profit', 'company', 'year']",['rose'],"['profit_rose', 'year_rose', 'month_rose', 'net_rose', 'period_rose']",['company_rose'],4,positive,True
capman an asset manager has eur 3bn worth of assets under management in the nordic region,neutral,[],[],['eur'],[],[],[],0,neutral,True
the platform is based built on intel s second generation mid platform called moorestown,neutral,[],[],[],[],[],[],0,neutral,True
the per share subscription price of the shares subscribed with the option rights was eur 1 35,neutral,[],[],"['eur', 'share']",[],[],[],0,neutral,True
finnish silicon wafer technology company okmetic oyj omx helsinki : okm1v said on wednesday 17 september that it will invest eur6m in its sensor wafer business during 2009,neutral,[],[],"['september', 'company', 'business', 'oyj']",[],[],[],0,neutral,True
the cvs of the proposed members are available for viewing from 12 march 2008 onwards on the internet at www sampo com ir,neutral,[],[],[],[],[],[],0,neutral,True
operating profit totalled eur 5 8 mn up from a loss of eur 1 7 mn in the fourth quarter of 2009,positive,[],['loss'],"['eur', 'quarter', 'profit', 'mn']",['up'],"['eur_up', 'profit_up', 'quarter_up', 'mn_up']",[],3,positive,True
the proposal by the board of directors on the issuance of option rights will otherwise correspond to the proposal by the board of directors in the notice to the general meeting,neutral,[],[],[],[],[],[],0,neutral,True
according to the company in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008,negative,[],['weakened'],['company'],['weaken'],['company_weaken'],[],0,neutral,False
the extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits tmls for their ore grades,neutral,[],[],[],[],[],[],0,neutral,True
